planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity,harmonic_ratio,habitable_zone_status
K2-239 f,Aschwaden Prediction,7.86,3.953196153,K2-239,14.549,3420,49,,3 banding 2,Not in HZ
K2-239 g,Aschwaden Prediction,8.733333333,4.240854356,K2-239,14.549,3420,49,,5 banding 3,Not in HZ
K2-239 h,Aschwaden Prediction,6.55,3.500748139,K2-239,14.549,3420,49,,5 banding 4,Not in HZ
K2-239 i,Aschwaden Prediction,6.986666667,3.654657496,K2-239,14.549,3420,49,,4 banding 3,Not in HZ
K2-239 j,Aschwaden Prediction,13.1,5.557091279,K2-239,14.549,3420,49,,5 banding 2,Not in HZ
K2-239 k,Aschwaden Prediction,15.72,6.275307731,K2-239,14.549,3420,49,,3 banding 1,Not in HZ
K2-239 l,Aschwaden Prediction,15.55,6.229983966,K2-239,14.549,3420,49,,2 banding 1,Not in HZ
K2-239 m,Aschwaden Prediction,11.6625,5.142738454,K2-239,14.549,3420,49,,3 banding 2,Not in HZ
K2-239 n,Aschwaden Prediction,12.95833333,5.516954873,K2-239,14.549,3420,49,,5 banding 3,Not in HZ
K2-239 o,Aschwaden Prediction,9.71875,4.554145906,K2-239,14.549,3420,49,,5 banding 4,Not in HZ
K2-239 p,Aschwaden Prediction,10.36666667,4.754367584,K2-239,14.549,3420,49,,4 banding 3,Not in HZ
K2-239 q,Aschwaden Prediction,19.4375,7.229256002,K2-239,14.549,3420,49,,5 banding 2,Not in HZ
K2-239 r,Aschwaden Prediction,23.325,8.163588432,K2-239,14.549,3420,49,,3 banding 1,Not in HZ
K2-24 d,Aschwaden Prediction,41.76514,12.03767538,K2-24,11.648,5726,170.5,,2 banding 1,Not in HZ
K2-24 e,Aschwaden Prediction,31.323855,9.936882091,K2-24,11.648,5726,170.5,,3 banding 2,Not in HZ
K2-24 f,Aschwaden Prediction,34.80428333,10.65994908,K2-24,11.648,5726,170.5,,5 banding 3,Not in HZ
K2-24 g,Aschwaden Prediction,26.1032125,8.799594088,K2-24,11.648,5726,170.5,,5 banding 4,Not in HZ
K2-24 h,Aschwaden Prediction,27.84342667,9.18646564,K2-24,11.648,5726,170.5,,4 banding 3,Not in HZ
K2-24 i,Aschwaden Prediction,52.206425,13.96848491,K2-24,11.648,5726,170.5,,5 banding 2,Not in HZ
K2-24 j,Aschwaden Prediction,62.64771,15.77381709,K2-24,11.648,5726,170.5,,3 banding 1,Not in HZ
K2-240 d,Aschwaden Prediction,12.068,5.261265291,K2-240,13.92,3810,70,,2 banding 1,Not in HZ
K2-240 e,Aschwaden Prediction,9.051,4.343078807,K2-240,13.92,3810,70,,3 banding 2,Not in HZ
K2-240 f,Aschwaden Prediction,10.05666667,4.659107206,K2-240,13.92,3810,70,,5 banding 3,Not in HZ
K2-240 g,Aschwaden Prediction,7.5425,3.846008259,K2-240,13.92,3810,70,,5 banding 4,Not in HZ
K2-240 h,Aschwaden Prediction,8.045333333,4.015096875,K2-240,13.92,3810,70,,4 banding 3,Not in HZ
K2-240 i,Aschwaden Prediction,15.085,6.105157557,K2-240,13.92,3810,70,,5 banding 2,Not in HZ
K2-240 j,Aschwaden Prediction,18.102,6.894207868,K2-240,13.92,3810,70,,3 banding 1,Not in HZ
K2-243 d,Aschwaden Prediction,23.08364,8.10717464,K2-243,10.81796395,6570,269.2,,2 banding 1,Not in HZ
K2-243 e,Aschwaden Prediction,17.31273,6.692325214,K2-243,10.81796395,6570,269.2,,3 banding 2,Not in HZ
K2-243 f,Aschwaden Prediction,19.23636667,7.179298836,K2-243,10.81796395,6570,269.2,,5 banding 3,Not in HZ
K2-243 g,Aschwaden Prediction,14.427275,5.926380614,K2-243,10.81796395,6570,269.2,,5 banding 4,Not in HZ
K2-243 h,Aschwaden Prediction,15.38909333,6.186932185,K2-243,10.81796395,6570,269.2,,4 banding 3,Not in HZ
K2-243 i,Aschwaden Prediction,28.85455,9.407542821,K2-243,10.81796395,6570,269.2,,5 banding 2,Not in HZ
K2-243 j,Aschwaden Prediction,34.62546,10.62340408,K2-243,10.81796395,6570,269.2,,3 banding 1,Not in HZ
K2-247 d,Aschwaden Prediction,4.50042,2.725850485,K2-247,10.81796395,4667,260.2,,2 banding 1,Not in HZ
K2-247 e,Aschwaden Prediction,3.375315,2.250139998,K2-247,10.81796395,4667,260.2,,3 banding 2,Not in HZ
K2-247 f,Aschwaden Prediction,3.75035,2.413873646,K2-247,10.81796395,4667,260.2,,5 banding 3,Not in HZ
K2-247 g,Aschwaden Prediction,2.8127625,1.992608792,K2-247,10.81796395,4667,260.2,,5 banding 4,Not in HZ
K2-247 h,Aschwaden Prediction,3.00028,2.080213248,K2-247,10.81796395,4667,260.2,,4 banding 3,Not in HZ
K2-247 i,Aschwaden Prediction,5.625525,3.163069293,K2-247,10.81796395,4667,260.2,,5 banding 2,Not in HZ
K2-247 j,Aschwaden Prediction,6.75063,3.5718746,K2-247,10.81796395,4667,260.2,,3 banding 1,Not in HZ
K2-254 d,Aschwaden Prediction,8.19278,4.064004642,K2-254,10.81796395,4629,229.4,,2 banding 1,Not in HZ
K2-254 e,Aschwaden Prediction,6.144585,3.354761916,K2-254,10.81796395,4629,229.4,,3 banding 2,Not in HZ
K2-254 f,Aschwaden Prediction,6.827316667,3.598874465,K2-254,10.81796395,4629,229.4,,5 banding 3,Not in HZ
K2-254 g,Aschwaden Prediction,5.1204875,2.970805415,K2-254,10.81796395,4629,229.4,,5 banding 4,Not in HZ
K2-254 h,Aschwaden Prediction,5.461853333,3.101415997,K2-254,10.81796395,4629,229.4,,4 banding 3,Not in HZ
K2-254 i,Aschwaden Prediction,10.240975,4.715859641,K2-254,10.81796395,4629,229.4,,5 banding 2,Not in HZ
K2-254 j,Aschwaden Prediction,12.28917,5.325352595,K2-254,10.81796395,4629,229.4,,3 banding 1,Not in HZ
K2-264 d,Aschwaden Prediction,11.680004,5.14788292,K2-264,10.81796395,3660,187,,2 banding 1,Not in HZ
K2-264 e,Aschwaden Prediction,8.760003,4.249483722,K2-264,10.81796395,3660,187,,3 banding 2,Not in HZ
K2-264 f,Aschwaden Prediction,9.733336667,4.558701581,K2-264,10.81796395,3660,187,,5 banding 3,Not in HZ
K2-264 g,Aschwaden Prediction,7.3000025,3.763125243,K2-264,10.81796395,3660,187,,5 banding 4,Not in HZ
K2-264 h,Aschwaden Prediction,7.786669333,3.928569931,K2-264,10.81796395,3660,187,,4 banding 3,Not in HZ
K2-264 i,Aschwaden Prediction,14.600005,5.973588969,K2-264,10.81796395,3660,187,,5 banding 2,Not in HZ
K2-264 j,Aschwaden Prediction,17.520006,6.74563493,K2-264,10.81796395,3660,187,,3 banding 1,Not in HZ
K2-266 A f,Aschwaden Prediction,1.317048,1.2015294,K2-266 A,10.81796395,4362,77.5586,,2 banding 1,Not in HZ
K2-266 A g,Aschwaden Prediction,0.987786,0.991840667,K2-266 A,10.81796395,4362,77.5586,,3 banding 2,Not in HZ
K2-266 A h,Aschwaden Prediction,1.09754,1.064012928,K2-266 A,10.81796395,4362,77.5586,,5 banding 3,Not in HZ
K2-266 A i,Aschwaden Prediction,0.823155,0.87832332,K2-266 A,10.81796395,4362,77.5586,,5 banding 4,Conservative HZ
K2-266 A j,Aschwaden Prediction,0.878032,0.916938545,K2-266 A,10.81796395,4362,77.5586,,4 banding 3,Conservative HZ
K2-266 A k,Aschwaden Prediction,1.64631,1.394251362,K2-266 A,10.81796395,4362,77.5586,,5 banding 2,Not in HZ
K2-266 A l,Aschwaden Prediction,1.975572,1.574448918,K2-266 A,10.81796395,4362,77.5586,,3 banding 1,Not in HZ
K2-266 A m,Aschwaden Prediction,15.628,6.250799974,K2-266 A,10.81796395,4362,77.5586,,2 banding 1,Not in HZ
K2-266 A n,Aschwaden Prediction,11.721,5.159921691,K2-266 A,10.81796395,4362,77.5586,,3 banding 2,Not in HZ
K2-266 A o,Aschwaden Prediction,13.02333333,5.535388464,K2-266 A,10.81796395,4362,77.5586,,5 banding 3,Not in HZ
K2-266 A p,Aschwaden Prediction,9.7675,4.569362501,K2-266 A,10.81796395,4362,77.5586,,5 banding 4,Not in HZ
K2-266 A q,Aschwaden Prediction,10.41866667,4.770253172,K2-266 A,10.81796395,4362,77.5586,,4 banding 3,Not in HZ
K2-266 A r,Aschwaden Prediction,19.535,7.253410841,K2-266 A,10.81796395,4362,77.5586,,5 banding 2,Not in HZ
K2-266 A s,Aschwaden Prediction,23.442,8.19086512,K2-266 A,10.81796395,4362,77.5586,,3 banding 1,Not in HZ
K2-266 A t,Aschwaden Prediction,29.394,9.524432901,K2-266 A,10.81796395,4362,77.5586,,2 banding 1,Not in HZ
K2-266 A u,Aschwaden Prediction,22.0455,7.862246131,K2-266 A,10.81796395,4362,77.5586,,3 banding 2,Not in HZ
K2-266 A v,Aschwaden Prediction,24.495,8.434350199,K2-266 A,10.81796395,4362,77.5586,,5 banding 3,Not in HZ
K2-266 A w,Aschwaden Prediction,18.37125,6.962402687,K2-266 A,10.81796395,4362,77.5586,,5 banding 4,Not in HZ
K2-266 A x,Aschwaden Prediction,19.596,7.268502662,K2-266 A,10.81796395,4362,77.5586,,4 banding 3,Not in HZ
K2-266 A y,Aschwaden Prediction,36.7425,11.05212535,K2-266 A,10.81796395,4362,77.5586,,5 banding 2,Not in HZ
K2-266 A z,Aschwaden Prediction,44.091,12.48053778,K2-266 A,10.81796395,4362,77.5586,,3 banding 1,Not in HZ
K2-268 g,Aschwaden Prediction,4.303788,2.645862353,K2-268,10.81796395,5068,331.46,,2 banding 1,Not in HZ
K2-268 h,Aschwaden Prediction,3.227841,2.18411125,K2-268,10.81796395,5068,331.46,,3 banding 2,Not in HZ
K2-268 i,Aschwaden Prediction,3.58649,2.343040252,K2-268,10.81796395,5068,331.46,,5 banding 3,Not in HZ
K2-268 j,Aschwaden Prediction,2.6898675,1.934137113,K2-268,10.81796395,5068,331.46,,5 banding 4,Not in HZ
K2-268 k,Aschwaden Prediction,2.869192,2.019170879,K2-268,10.81796395,5068,331.46,,4 banding 3,Not in HZ
K2-268 l,Aschwaden Prediction,5.379735,3.070251288,K2-268,10.81796395,5068,331.46,,5 banding 2,Not in HZ
K2-268 m,Aschwaden Prediction,6.455682,3.467060496,K2-268,10.81796395,5068,331.46,,3 banding 1,Not in HZ
K2-268 n,Aschwaden Prediction,9.057196,4.345060662,K2-268,10.81796395,5068,331.46,,2 banding 1,Not in HZ
K2-268 o,Aschwaden Prediction,6.792897,3.586768549,K2-268,10.81796395,5068,331.46,,3 banding 2,Not in HZ
K2-268 p,Aschwaden Prediction,7.547663333,3.847763288,K2-268,10.81796395,5068,331.46,,5 banding 3,Not in HZ
K2-268 q,Aschwaden Prediction,5.6607475,3.176258612,K2-268,10.81796395,5068,331.46,,5 banding 4,Not in HZ
K2-268 r,Aschwaden Prediction,6.038130667,3.315901883,K2-268,10.81796395,5068,331.46,,4 banding 3,Not in HZ
K2-268 s,Aschwaden Prediction,11.321495,5.041996262,K2-268,10.81796395,5068,331.46,,5 banding 2,Not in HZ
K2-268 t,Aschwaden Prediction,13.585794,5.693640168,K2-268,10.81796395,5068,331.46,,3 banding 1,Not in HZ
K2-268 u,Aschwaden Prediction,12.262486,5.317641026,K2-268,10.81796395,5068,331.46,,2 banding 1,Not in HZ
K2-268 v,Aschwaden Prediction,9.1968645,4.389615951,K2-268,10.81796395,5068,331.46,,3 banding 2,Not in HZ
K2-268 w,Aschwaden Prediction,10.21873833,4.70903067,K2-268,10.81796395,5068,331.46,,5 banding 3,Not in HZ
K2-268 x,Aschwaden Prediction,7.66405375,3.887219171,K2-268,10.81796395,5068,331.46,,5 banding 4,Not in HZ
K2-268 y,Aschwaden Prediction,8.174990667,4.058119613,K2-268,10.81796395,5068,331.46,,4 banding 3,Not in HZ
K2-268 z,Aschwaden Prediction,15.3281075,6.170575802,K2-268,10.81796395,5068,331.46,,5 banding 2,Not in HZ
K2-268 aa,Aschwaden Prediction,18.393729,6.968080978,K2-268,10.81796395,5068,331.46,,3 banding 1,Not in HZ
K2-268 ba,Aschwaden Prediction,18.653682,7.033579153,K2-268,10.81796395,5068,331.46,,2 banding 1,Not in HZ
K2-268 ca,Aschwaden Prediction,13.9902615,5.806091666,K2-268,10.81796395,5068,331.46,,3 banding 2,Not in HZ
K2-268 da,Aschwaden Prediction,15.544735,6.228577633,K2-268,10.81796395,5068,331.46,,5 banding 3,Not in HZ
K2-268 ea,Aschwaden Prediction,11.65855125,5.141577552,K2-268,10.81796395,5068,331.46,,5 banding 4,Not in HZ
K2-268 fa,Aschwaden Prediction,12.435788,5.367625489,K2-268,10.81796395,5068,331.46,,4 banding 3,Not in HZ
K2-268 ga,Aschwaden Prediction,23.3171025,8.161745615,K2-268,10.81796395,5068,331.46,,5 banding 2,Not in HZ
K2-268 ha,Aschwaden Prediction,27.980523,9.216596018,K2-268,10.81796395,5068,331.46,,3 banding 1,Not in HZ
K2-270 d,Aschwaden Prediction,3.086138,2.119712177,K2-270,10.81796395,4877,283.53,,2 banding 1,Not in HZ
K2-270 e,Aschwaden Prediction,2.3146035,1.749783849,K2-270,10.81796395,4877,283.53,,3 banding 2,Not in HZ
K2-270 f,Aschwaden Prediction,2.571781667,1.877108591,K2-270,10.81796395,4877,283.53,,5 banding 3,Not in HZ
K2-270 g,Aschwaden Prediction,1.92883625,1.549519002,K2-270,10.81796395,4877,283.53,,5 banding 4,Not in HZ
K2-270 h,Aschwaden Prediction,2.057425333,1.617643146,K2-270,10.81796395,4877,283.53,,4 banding 3,Not in HZ
K2-270 i,Aschwaden Prediction,3.8576725,2.459708093,K2-270,10.81796395,4877,283.53,,5 banding 2,Not in HZ
K2-270 j,Aschwaden Prediction,4.629207,2.777608723,K2-270,10.81796395,4877,283.53,,3 banding 1,Not in HZ
K2-275 A d,Aschwaden Prediction,6.561922,3.504994783,K2-275 A,12.06,4783.55,123.438,,2 banding 1,Not in HZ
K2-275 A e,Aschwaden Prediction,4.9214415,2.893309445,K2-275 A,12.06,4783.55,123.438,,3 banding 2,Not in HZ
K2-275 A f,Aschwaden Prediction,5.468268333,3.10384395,K2-275 A,12.06,4783.55,123.438,,5 banding 3,Not in HZ
K2-275 A g,Aschwaden Prediction,4.10120125,2.562166729,K2-275 A,12.06,4783.55,123.438,,5 banding 4,Not in HZ
K2-275 A h,Aschwaden Prediction,4.374614667,2.674811632,K2-275 A,12.06,4783.55,123.438,,4 banding 3,Not in HZ
K2-275 A i,Aschwaden Prediction,8.2024025,4.067186161,K2-275 A,12.06,4783.55,123.438,,5 banding 2,Not in HZ
K2-275 A j,Aschwaden Prediction,9.842883,4.592842456,K2-275 A,12.06,4783.55,123.438,,3 banding 1,Not in HZ
K2-282 e,Aschwaden Prediction,1.41062,1.257785812,K2-282,14.04,5317,496.289,,2 banding 1,Not in HZ
K2-282 f,Aschwaden Prediction,1.057965,1.038279311,K2-282,14.04,5317,496.289,,3 banding 2,Conservative HZ
K2-282 g,Aschwaden Prediction,1.175516667,1.113830726,K2-282,14.04,5317,496.289,,5 banding 3,Not in HZ
K2-282 h,Aschwaden Prediction,0.8816375,0.919447006,K2-282,14.04,5317,496.289,,5 banding 4,Conservative HZ
K2-282 i,Aschwaden Prediction,0.940413333,0.959870222,K2-282,14.04,5317,496.289,,4 banding 3,Conservative HZ
K2-282 j,Aschwaden Prediction,1.763275,1.459531145,K2-282,14.04,5317,496.289,,5 banding 2,Not in HZ
K2-282 k,Aschwaden Prediction,2.11593,1.648165671,K2-282,14.04,5317,496.289,,3 banding 1,Not in HZ
K2-282 l,Aschwaden Prediction,8.339672,4.112437526,K2-282,14.04,5317,496.289,,2 banding 1,Not in HZ
K2-282 m,Aschwaden Prediction,6.254754,3.394742382,K2-282,14.04,5317,496.289,,3 banding 2,Not in HZ
K2-282 n,Aschwaden Prediction,6.949726667,3.641764148,K2-282,14.04,5317,496.289,,5 banding 3,Not in HZ
K2-282 o,Aschwaden Prediction,5.212295,3.006210068,K2-282,14.04,5317,496.289,,5 banding 4,Not in HZ
K2-282 p,Aschwaden Prediction,5.559781333,3.138377205,K2-282,14.04,5317,496.289,,4 banding 3,Not in HZ
K2-282 q,Aschwaden Prediction,10.42459,4.772061025,K2-282,14.04,5317,496.289,,5 banding 2,Not in HZ
K2-282 r,Aschwaden Prediction,12.509508,5.388817628,K2-282,14.04,5317,496.289,,3 banding 1,Not in HZ
K2-285 f,Aschwaden Prediction,6.94349,3.639585082,K2-285,12.03,4975,155.65,,2 banding 1,Not in HZ
K2-285 g,Aschwaden Prediction,5.2076175,3.004411289,K2-285,12.03,4975,155.65,,3 banding 2,Not in HZ
K2-285 h,Aschwaden Prediction,5.786241667,3.22303023,K2-285,12.03,4975,155.65,,5 banding 3,Not in HZ
K2-285 i,Aschwaden Prediction,4.33968125,2.660552835,K2-285,12.03,4975,155.65,,5 banding 4,Not in HZ
K2-285 j,Aschwaden Prediction,4.628993333,2.777523253,K2-285,12.03,4975,155.65,,4 banding 3,Not in HZ
K2-285 k,Aschwaden Prediction,8.6793625,4.223364369,K2-285,12.03,4975,155.65,,5 banding 2,Not in HZ
K2-285 l,Aschwaden Prediction,10.415235,4.769205641,K2-285,12.03,4975,155.65,,3 banding 1,Not in HZ
K2-285 m,Aschwaden Prediction,14.276096,5.884907485,K2-285,12.03,4975,155.65,,2 banding 1,Not in HZ
K2-285 n,Aschwaden Prediction,10.707072,4.857884096,K2-285,12.03,4975,155.65,,3 banding 2,Not in HZ
K2-285 o,Aschwaden Prediction,11.89674667,5.211372807,K2-285,12.03,4975,155.65,,5 banding 3,Not in HZ
K2-285 p,Aschwaden Prediction,8.92256,4.301893468,K2-285,12.03,4975,155.65,,5 banding 4,Not in HZ
K2-285 q,Aschwaden Prediction,9.517397333,4.491024943,K2-285,12.03,4975,155.65,,4 banding 3,Not in HZ
K2-285 r,Aschwaden Prediction,17.84512,6.828830217,K2-285,12.03,4975,155.65,,5 banding 2,Not in HZ
K2-285 s,Aschwaden Prediction,21.414144,7.711410324,K2-285,12.03,4975,155.65,,3 banding 1,Not in HZ
K2-285 t,Aschwaden Prediction,20.91164,7.590296292,K2-285,12.03,4975,155.65,,2 banding 1,Not in HZ
K2-285 u,Aschwaden Prediction,15.68373,6.265651539,K2-285,12.03,4975,155.65,,3 banding 2,Not in HZ
K2-285 v,Aschwaden Prediction,17.42636667,6.721577831,K2-285,12.03,4975,155.65,,5 banding 3,Not in HZ
K2-285 w,Aschwaden Prediction,13.069775,5.548540249,K2-285,12.03,4975,155.65,,5 banding 4,Not in HZ
K2-285 x,Aschwaden Prediction,13.94109333,5.792480181,K2-285,12.03,4975,155.65,,4 banding 3,Not in HZ
K2-285 y,Aschwaden Prediction,26.13955,8.807758628,K2-285,12.03,4975,155.65,,5 banding 2,Not in HZ
K2-285 z,Aschwaden Prediction,31.36746,9.946101844,K2-285,12.03,4975,155.65,,3 banding 1,Not in HZ
K2-290 A d,Aschwaden Prediction,18.4233,6.975547216,K2-290 A,10,6302,272.909,,2 banding 1,Not in HZ
K2-290 A e,Aschwaden Prediction,13.817475,5.758187357,K2-290 A,10,6302,272.909,,3 banding 2,Not in HZ
K2-290 A f,Aschwaden Prediction,15.35275,6.17718752,K2-290 A,10,6302,272.909,,5 banding 3,Not in HZ
K2-290 A g,Aschwaden Prediction,11.5145625,5.099155949,K2-290 A,10,6302,272.909,,5 banding 4,Not in HZ
K2-290 A h,Aschwaden Prediction,12.2822,5.323338832,K2-290 A,10,6302,272.909,,4 banding 3,Not in HZ
K2-290 A i,Aschwaden Prediction,23.029125,8.094405517,K2-290 A,10,6302,272.909,,5 banding 2,Not in HZ
K2-290 A j,Aschwaden Prediction,27.63495,9.140552669,K2-290 A,10,6302,272.909,,3 banding 1,Not in HZ
K2-299 e,Aschwaden Prediction,1.823448,1.492550114,K2-299,13.12,5759,369.888,,2 banding 1,Not in HZ
K2-299 f,Aschwaden Prediction,1.367586,1.232072973,K2-299,13.12,5759,369.888,,3 banding 2,Not in HZ
K2-299 g,Aschwaden Prediction,1.51954,1.321725974,K2-299,13.12,5759,369.888,,5 banding 3,Not in HZ
K2-299 h,Aschwaden Prediction,1.139655,1.091060752,K2-299,13.12,5759,369.888,,5 banding 4,Conservative HZ
K2-299 i,Aschwaden Prediction,1.215632,1.139028915,K2-299,13.12,5759,369.888,,4 banding 3,Not in HZ
K2-299 j,Aschwaden Prediction,2.27931,1.731950986,K2-299,13.12,5759,369.888,,5 banding 2,Not in HZ
K2-299 k,Aschwaden Prediction,2.735172,1.955793933,K2-299,13.12,5759,369.888,,3 banding 1,Not in HZ
K2-299 l,Aschwaden Prediction,9.01512,4.331593314,K2-299,13.12,5759,369.888,,2 banding 1,Not in HZ
K2-299 m,Aschwaden Prediction,6.76134,3.575651498,K2-299,13.12,5759,369.888,,3 banding 2,Not in HZ
K2-299 n,Aschwaden Prediction,7.5126,3.835837294,K2-299,13.12,5759,369.888,,5 banding 3,Not in HZ
K2-299 o,Aschwaden Prediction,5.63445,3.166413921,K2-299,13.12,5759,369.888,,5 banding 4,Not in HZ
K2-299 p,Aschwaden Prediction,6.01008,3.305624373,K2-299,13.12,5759,369.888,,4 banding 3,Not in HZ
K2-299 q,Aschwaden Prediction,11.2689,5.026368789,K2-299,13.12,5759,369.888,,5 banding 2,Not in HZ
K2-299 r,Aschwaden Prediction,13.52268,5.67599295,K2-299,13.12,5759,369.888,,3 banding 1,Not in HZ
K2-3 e,Aschwaden Prediction,20.109252,7.394871148,K2-3,12.17,3896,45,,2 banding 1,Not in HZ
K2-3 f,Aschwaden Prediction,15.081939,6.104331636,K2-3,12.17,3896,45,,3 banding 2,Not in HZ
K2-3 g,Aschwaden Prediction,16.75771,6.548519328,K2-3,12.17,3896,45,,5 banding 3,Not in HZ
K2-3 h,Aschwaden Prediction,12.5682825,5.405683602,K2-3,12.17,3896,45,,5 banding 4,Not in HZ
K2-3 i,Aschwaden Prediction,13.406168,5.643342883,K2-3,12.17,3896,45,,4 banding 3,Not in HZ
K2-3 j,Aschwaden Prediction,25.136565,8.580987836,K2-3,12.17,3896,45,,5 banding 2,Not in HZ
K2-3 k,Aschwaden Prediction,30.163878,9.690022461,K2-3,12.17,3896,45,,3 banding 1,Not in HZ
K2-3 l,Aschwaden Prediction,49.293164,13.44387493,K2-3,12.17,3896,45,,2 banding 1,Not in HZ
K2-3 m,Aschwaden Prediction,36.969873,11.09767424,K2-3,12.17,3896,45,,3 banding 2,Not in HZ
K2-3 n,Aschwaden Prediction,41.07763667,11.90520741,K2-3,12.17,3896,45,,5 banding 3,Not in HZ
K2-3 o,Aschwaden Prediction,30.8082275,9.827532191,K2-3,12.17,3896,45,,5 banding 4,Not in HZ
K2-3 p,Aschwaden Prediction,32.86210933,10.25959674,K2-3,12.17,3896,45,,4 banding 3,Not in HZ
K2-3 q,Aschwaden Prediction,61.616455,15.60023494,K2-3,12.17,3896,45,,5 banding 2,Not in HZ
K2-3 r,Aschwaden Prediction,73.939746,17.61645976,K2-3,12.17,3896,45,,3 banding 1,Not in HZ
K2-301 d,Aschwaden Prediction,0.709768,0.79569069,K2-301,16.74,4055,451.769,,2 banding 1,Conservative HZ
K2-301 e,Aschwaden Prediction,0.532326,0.656828193,K2-301,16.74,4055,451.769,,3 banding 2,Conservative HZ
K2-301 f,Aschwaden Prediction,0.591473333,0.704622942,K2-301,16.74,4055,451.769,,5 banding 3,Conservative HZ
K2-301 g,Aschwaden Prediction,0.443605,0.581653423,K2-301,16.74,4055,451.769,,5 banding 4,Conservative HZ
K2-301 h,Aschwaden Prediction,0.473178667,0.607225644,K2-301,16.74,4055,451.769,,4 banding 3,Conservative HZ
K2-301 i,Aschwaden Prediction,0.88721,0.923317256,K2-301,16.74,4055,451.769,,5 banding 2,Conservative HZ
K2-301 j,Aschwaden Prediction,1.064652,1.042649765,K2-301,16.74,4055,451.769,,3 banding 1,Not in HZ
K2-302 e,Aschwaden Prediction,1.246464,1.158207821,K2-302,10.81796395,3467,109.888,,2 banding 1,Not in HZ
K2-302 f,Aschwaden Prediction,0.934848,0.956079491,K2-302,10.81796395,3467,109.888,,3 banding 2,Not in HZ
K2-302 g,Aschwaden Prediction,1.03872,1.025649555,K2-302,10.81796395,3467,109.888,,5 banding 3,Not in HZ
K2-302 h,Aschwaden Prediction,0.77904,0.846655053,K2-302,10.81796395,3467,109.888,,5 banding 4,Conservative HZ
K2-302 i,Aschwaden Prediction,0.830976,0.883877992,K2-302,10.81796395,3467,109.888,,4 banding 3,Conservative HZ
K2-302 j,Aschwaden Prediction,1.55808,1.343981122,K2-302,10.81796395,3467,109.888,,5 banding 2,Not in HZ
K2-302 k,Aschwaden Prediction,1.869696,1.51768159,K2-302,10.81796395,3467,109.888,,3 banding 1,Not in HZ
K2-302 l,Aschwaden Prediction,4.50744,2.728684368,K2-302,10.81796395,3467,109.888,,2 banding 1,Not in HZ
K2-302 m,Aschwaden Prediction,3.38058,2.252479317,K2-302,10.81796395,3467,109.888,,3 banding 2,Not in HZ
K2-302 n,Aschwaden Prediction,3.7562,2.416383189,K2-302,10.81796395,3467,109.888,,5 banding 3,Not in HZ
K2-302 o,Aschwaden Prediction,2.81715,1.994680374,K2-302,10.81796395,3467,109.888,,5 banding 4,Not in HZ
K2-302 p,Aschwaden Prediction,3.00496,2.082375906,K2-302,10.81796395,3467,109.888,,4 banding 3,Not in HZ
K2-302 q,Aschwaden Prediction,5.6343,3.166357723,K2-302,10.81796395,3467,109.888,,5 banding 2,Not in HZ
K2-302 r,Aschwaden Prediction,6.76116,3.575588038,K2-302,10.81796395,3467,109.888,,3 banding 1,Not in HZ
K2-304 d,Aschwaden Prediction,4.57886,2.757432627,K2-304,14.42,5171,418.395,,2 banding 1,Not in HZ
K2-304 e,Aschwaden Prediction,3.434145,2.276210482,K2-304,14.42,5171,418.395,,3 banding 2,Not in HZ
K2-304 f,Aschwaden Prediction,3.815716667,2.441841175,K2-304,14.42,5171,418.395,,5 banding 3,Not in HZ
