planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity
BD-08 2823 c,Confirmed,237.6,0.68,BD-08 2823,9.86,4746,42.2,0.173230717
BD-11 4672 b,Confirmed,1634,2.36,BD-11 4672,10.02,4475,27.3,0.062564113
BD-11 4672 c,Confirmed,74.2,0.3,BD-11 4672,10.02,4475,27.3,0.062564113
BD+20 2457 b,Confirmed,379.63,1.45,BD+20 2457,9.75,4127,1670,300.2153834
BD+20 2457 c,Confirmed,621.99,2.01,BD+20 2457,9.75,4127,1670,300.2153834
beta Pic b,Confirmed,7707,9.93,beta Pic,3.86,8052,19.3,9.101534466
beta Pic c,Confirmed,1227,2.68,beta Pic,3.86,8052,19.3,9.101534466
chi Vir b,Confirmed,835.477,2.14,chi Vir,4.66,4445,90,94.72945067
chi Vir c,Confirmed,130,0.64,chi Vir,4.66,4445,90,94.72945067
CoRoT-20 b,Confirmed,9.2431839,0.0902,CoRoT-20,14.66,5880,1230,1.769335629
CoRoT-20 c,Confirmed,1675,2.9,CoRoT-20,14.66,5880,1230,1.769335629
CoRoT-24 b,Confirmed,5.1134,0.056,CoRoT-24,10.81796395,4950,600,14.4916195
CoRoT-24 c,Confirmed,11.759,0.098,CoRoT-24,10.81796395,4950,600,14.4916195
CoRoT-7 Ab,Confirmed,0.8535,0.0172,CoRoT-7 A,11.7,5313,150,0.401959704
CoRoT-7 Ac,Confirmed,3.697,0.046,CoRoT-7 A,11.7,5313,150,0.401959704
CoRoT-7 Ad,Confirmed,8.966,0.08,CoRoT-7 A,11.7,5313,150,0.401959704
DoAr 21 (AB)b,Confirmed,450.88,1.55,DoAr 21 (AB),14,5080,134.6,0.038912588
DoAr 21 (AB)c,Confirmed,1013.5,2.8,DoAr 21 (AB),14,5080,134.6,0.038912588
eta Cet b,Confirmed,403.5,1.27,eta Cet,3.45,4528,38,51.47154367
eta Cet c,Confirmed,751.9,1.93,eta Cet,3.45,4528,38,51.47154367
G 124-62 Ba,Confirmed,1585.448733,1500,G 124-62,12.43,3462,35.74,0.011649549
G 124-62 Bb,Confirmed,36500,12.7,G 124-62,12.43,3462,35.74,0.011649549
G 264-012 b,Confirmed,2.30538,0.02279,G 264-012,12,3326,15.986,0.003463216
G 264-012 c,Confirmed,8.0518,0.0525,G 264-012,12,3326,15.986,0.003463216
gamma Lib b,Confirmed,415.2,1.2397,gamma Lib,3,4822,50.2,135.9588349
gamma Lib c,Confirmed,964.6,2.1761,gamma Lib,3,4822,50.2,135.9588349
GJ 1002 b,Confirmed,10.3465,0.0457,GJ 1002,14,5319.019429,4.846,5.04E-05
GJ 1002 c,Confirmed,20.202,0.0738,GJ 1002,14,5319.019429,4.846,5.04E-05
GJ 1061 b,Confirmed,3.204,0.021,GJ 1061,13,2953,3.6732,7.28E-05
GJ 1061 c,Confirmed,6.689,0.035,GJ 1061,13,2953,3.6732,7.28E-05
GJ 1061 d,Confirmed,12.434,0.052,GJ 1061,13,2953,3.6732,7.28E-05
GJ 1132 b,Confirmed,1.628931,0.0154,GJ 1132,13.5,3270,12.04,0.000493461
GJ 1132 c,Confirmed,8.929,0.0476,GJ 1132,13.5,3270,12.04,0.000493461
GJ 143 b,Confirmed,35.61253,0.1932,GJ 143,8.3,4640,16.33,0.10913709
GJ 143 c,Confirmed,7.78993,0.0695,GJ 143,8.3,4640,16.33,0.10913709
GJ 15 Ab,Confirmed,11.4407,0.072,GJ 15 A,8.08,3567,3.587,0.00644856
GJ 15 Ac,Confirmed,7555,5.4,GJ 15 A,8.08,3567,3.587,0.00644856
GJ 163 b,Confirmed,8.6312,0.06,GJ 163,11.8,5319.019429,15,0.003665916
GJ 163 c,Confirmed,25.637,0.124,GJ 163,11.8,5319.019429,15,0.003665916
GJ 163 d,Confirmed,604,1.021,GJ 163,11.8,5319.019429,15,0.003665916
GJ 163 e,Confirmed,349,0.7,GJ 163,11.8,5319.019429,15,0.003665916
GJ 163 f,Confirmed,109.5,0.326,GJ 163,11.8,5319.019429,15,0.003665916
GJ 176 b,Confirmed,8.7748,0.066,GJ 176,9.97,5319.019429,9.42,0.007800129
GJ 176 c,Confirmed,28.586,0.146,GJ 176,9.97,5319.019429,9.42,0.007800129
GJ 179 b,Confirmed,2288,2.41,GJ 179,11.96,3370,12.3,0.002127209
GJ 179 c,Confirmed,3.4798,0.032,GJ 179,11.96,3370,12.3,0.002127209
GJ 180 b,Confirmed,17.132,0.092,GJ 180,10.894,3371,479.7811606,8.639455685
GJ 180 c,Confirmed,24.329,0.129,GJ 180,10.894,3371,479.7811606,8.639455685
GJ 180 d,Confirmed,106.341,0.31,GJ 180,10.894,3371,479.7811606,8.639455685
GJ 2030 Ab,Confirmed,1585.448733,0.034,GJ 2030 A,6.23,5485,37.0788,3.786616656
GJ 2030 Ac,Confirmed,25635,16.752,GJ 2030 A,6.23,5485,37.0788,3.786616656
GJ 2056 b,Confirmed,69.971,0.283,GJ 2056,10.4,4002,28.443,0.047857588
GJ 2056 c,Confirmed,2982.394,3.453,GJ 2056,10.4,4002,28.443,0.047857588
GJ 229 Ba,Confirmed,79231.9,28.933,GJ 229,8.125,3564,5.75624,0.015932275
GJ 229 Bb,Confirmed,12.134,0.0424,GJ 229,8.125,3564,5.75624,0.015932275
GJ 229 c,Confirmed,523.242,0.896,GJ 229,8.125,3564,5.75624,0.015932275
GJ 229 d,Confirmed,122.005,0.339,GJ 229,8.125,3564,5.75624,0.015932275
GJ 3138 b,Confirmed,5.974,0.057,GJ 3138,10.98,3717,479.7811606,7.981534245
GJ 3138 c,Confirmed,1.22003,0.0197,GJ 3138,10.98,3717,479.7811606,7.981534245
GJ 3138 d,Confirmed,257.8,0.698,GJ 3138,10.98,3717,479.7811606,7.981534245
GJ 317 b,Confirmed,695.66,1.151,GJ 317,12,3510,15.1,0.003089967
GJ 317 c,Confirmed,6739.323,5.23,GJ 317,12,3510,15.1,0.003089967
GJ 3222 Ab,Confirmed,10.7,0.091,GJ 3222 A,6.9,5257.46,17.692,0.465108055
GJ 3222 Ac,Confirmed,1429.8,2.391,GJ 3222 A,6.9,5257.46,17.692,0.465108055
GJ 328 b,Confirmed,4100,4.5,GJ 328,9.98,3900,19.8,0.034145257
GJ 328 c,Confirmed,241.8,0.657,GJ 328,9.98,3900,19.8,0.034145257
GJ 3293 b,Confirmed,30.5987,0.14339,GJ 3293,11.96,3466,17.9,0.004505117
GJ 3293 c,Confirmed,122.6196,0.36175,GJ 3293,11.96,3466,17.9,0.004505117
GJ 3293 d,Confirmed,48.1345,0.194,GJ 3293,11.96,3466,17.9,0.004505117
GJ 3293 e,Confirmed,13.2543,0.0821,GJ 3293,11.96,3466,17.9,0.004505117
GJ 3323 b,Confirmed,5.3636,0.03282,GJ 3323,12.22,3159,479.7811606,2.547336868
GJ 3323 c,Confirmed,40.54,0.1264,GJ 3323,12.22,3159,479.7811606,2.547336868
GJ 3473 b,Confirmed,1.1980035,0.01589,GJ 3473,13,3347,27.39,0.004047474
GJ 3473 c,Confirmed,15.509,0.0876,GJ 3473,13,3347,27.39,0.004047474
GJ 3512 b,Confirmed,203.69,0.337,GJ 3512,10.81796395,3081,9.489,0.00362456
GJ 3512 c,Confirmed,1599.6,1.292,GJ 3512,10.81796395,3081,9.489,0.00362456
GJ 357 b,Confirmed,3.93086,0.033,GJ 357,10.81796395,3505,9.444,0.003590264
GJ 357 c,Confirmed,9.1246,0.0607,GJ 357,10.81796395,3505,9.444,0.003590264
GJ 357 d,Confirmed,55.698,0.204,GJ 357,10.81796395,3505,9.444,0.003590264
GJ 367  b,Confirmed,0.3219225,0.0069,GJ 367,10,3522,9.41,0.007571453
GJ 367 c,Confirmed,11.53,23.20727704,GJ 367,10,3522,9.41,0.007571453
GJ 367 d,Confirmed,34.369,23.20727704,GJ 367,10,3522,9.41,0.007571453
GJ 3929 b,Confirmed,2.6162745,0.02569,GJ 3929,12,3369,15.83,0.003395954
GJ 3929 c,Confirmed,14.303,0.078,GJ 3929,12,3369,15.83,0.003395954
GJ 3998 b,Confirmed,2.64977,0.029,GJ 3998,10.8,3722,17.8,0.012967015
GJ 3998 c,Confirmed,13.74,0.089,GJ 3998,10.8,3722,17.8,0.012967015
GJ 414 Ab,Confirmed,50.817,0.24,GJ 414 A,8.9,4120,11.893,0.033310629
GJ 414 Ac,Confirmed,748.3,1.43,GJ 414 A,8.9,4120,11.893,0.033310629
GJ 4276 b,Confirmed,13.35,0.082,GJ 4276,12,3387,21.35,0.006177258
GJ 4276 c,Confirmed,6.675,0.052,GJ 4276,12,3387,21.35,0.006177258
GJ 433 b,Confirmed,7.3708,0.062,GJ 433,9.79,3600,9.04,0.008478848
GJ 433 c,Confirmed,4874,4.692,GJ 433,9.79,3600,9.04,0.008478848
GJ 433 d,Confirmed,36.052,0.178,GJ 433,9.79,3600,9.04,0.008478848
GJ 581 b,Confirmed,5.368,0.041,GJ 581,10.55,3498,6.21,0.001986933
GJ 581 c,Confirmed,12.919,0.074,GJ 581,10.55,3498,6.21,0.001986933
GJ 581 e,Confirmed,3.153,0.029,GJ 581,10.55,3498,6.21,0.001986933
GJ 649 b,Confirmed,598.3,1.135,GJ 649,9.7,3700,10.34,0.012051499
GJ 649 c,Confirmed,4.4762,0.043,GJ 649,9.7,3700,10.34,0.012051499
GJ 667 Cb,Confirmed,7.2004,0.0505,GJ 667 C,10.22,3600,6.84,0.003266722
GJ 667 Cc,Confirmed,28.14,0.125,GJ 667 C,10.22,3600,6.84,0.003266722
GJ 667 Ce,Confirmed,62.24,0.213,GJ 667 C,10.22,3600,6.84,0.003266722
GJ 667 Cf,Confirmed,39.026,0.156,GJ 667 C,10.22,3600,6.84,0.003266722
GJ 667 Cg,Confirmed,256.2,0.549,GJ 667 C,10.22,3600,6.84,0.003266722
GJ 676 Ab,Confirmed,1051.4,1.735,GJ 676 A,9.59,5319.019429,16.45,0.03375451
GJ 676 Ac,Confirmed,13921.4,9.726,GJ 676 A,9.59,5319.019429,16.45,0.03375451
GJ 676 Ad,Confirmed,3.6,0.0413,GJ 676 A,9.59,5319.019429,16.45,0.03375451
GJ 676 Ae,Confirmed,35.37,0.187,GJ 676 A,9.59,5319.019429,16.45,0.03375451
GJ 682 b,Confirmed,17.478,0.08,GJ 682,10.81796395,3028,479.7811606,9.266181505
GJ 682 c,Confirmed,57.32,0.176,GJ 682,10.81796395,3028,479.7811606,9.266181505
GJ 687 b,Confirmed,38.142,0.163,GJ 687,9.15,3413,4.5,0.003788131
GJ 687 c,Confirmed,727.562,1.165,GJ 687,9.15,3413,4.5,0.003788131
GJ 777 Ab,Confirmed,2852.475,3.9,GJ 777 A,5.74,5549,16.0069,1.108190604
GJ 777 Ac,Confirmed,17.1186,0.128,GJ 777 A,5.74,5549,16.0069,1.108190604
GJ 777 Ad,Confirmed,88.9,0.3947,GJ 777 A,5.74,5549,16.0069,1.108190604
GJ 785 b,Confirmed,74.72,0.32,GJ 785,6.13,5144,8.911,0.239802048
GJ 785 c,Confirmed,525.8,1.18,GJ 785,6.13,5144,8.911,0.239802048
GJ 849 b,Confirmed,1914,2.35,GJ 849,10.37,5319.019429,9.1,0.005035966
GJ 849 c,Confirmed,7049,23.20727704,GJ 849,10.37,5319.019429,9.1,0.005035966
GJ 876 b,Confirmed,61.03474,0.214,GJ 876,10.17,3350,4.7,0.001615086
GJ 876 c,Confirmed,30.126,0.134,GJ 876,10.17,3350,4.7,0.001615086
GJ 876 d,Confirmed,1.938,0.021,GJ 876,10.17,3350,4.7,0.001615086
GJ 876 e,Confirmed,124.4,0.345,GJ 876,10.17,3350,4.7,0.001615086
GJ 887 b,Confirmed,9.252,0.068,GJ 887,7.34,3688,3.2871,0.010705965
GJ 887 c,Confirmed,21.789,0.12,GJ 887,7.34,3688,3.2871,0.010705965
GJ 9827 b,Confirmed,1.2089765,0.01866,GJ 9827,10.4,4255,30.3,0.054310682
GJ 9827 c,Confirmed,3.648086,0.03896,GJ 9827,10.4,4255,30.3,0.054310682
GJ 9827 d,Confirmed,6.20183,0.0555,GJ 9827,10.4,4255,30.3,0.054310682
HAT-P-11 b,Confirmed,4.887802443,0.053,HAT-P-11,9.59,4780,37.89,0.179080876
HAT-P-11 c,Confirmed,3299,4.19,HAT-P-11,9.59,4780,37.89,0.179080876
HAT-P-13 b,Confirmed,2.916415,0.045,HAT-P-13,10.62,5638,214,2.21221609
HAT-P-13 c,Confirmed,446.27,1.186,HAT-P-13,10.62,5638,214,2.21221609
HAT-P-17 b,Confirmed,10.3385308,0.0828,HAT-P-17,10.54,5246,90,0.421196757
HAT-P-17 c,Confirmed,1798,2.75,HAT-P-17,10.54,5246,90,0.421196757
HAT-P-26 b,Confirmed,4.234502,0.0479,HAT-P-26,11.74,5079,134,0.309178721
HAT-P-26 d,Confirmed,6.594,0.0643,HAT-P-26,11.74,5079,134,0.309178721
HAT-P-27 Ab,Confirmed,3.0395803,0.0403,HAT-P-27 A,12.21,5300,204,0.464793809
HAT-P-27 Ac,Confirmed,1.1994,0.0217,HAT-P-27 A,12.21,5300,204,0.464793809
HAT-P-2 b,Confirmed,5.6334729,0.0674,HAT-P-2,8.71,6414,118,3.906285797
HAT-P-2 c,Confirmed,8500,9,HAT-P-2,8.71,6414,118,3.906285797
HAT-P-44 Bb,Confirmed,4.301217,0.0507,HAT-P-44 B,13.21,5295,374,0.621932432
HAT-P-44 Bc,Confirmed,219.9,0.699,HAT-P-44 B,13.21,5295,374,0.621932432
HAT-P-46 b,Confirmed,4.463129,0.0577,HAT-P-46,11.936,6120,296,1.259457225
HAT-P-46 c,Confirmed,77.7,0.387,HAT-P-46,11.936,6120,296,1.259457225
HATS-59 b,Confirmed,5.416081,0.06112,HATS-59,14,5670,654,0.918661459
HATS-59 c,Confirmed,1422,2.5,HATS-59,14,5670,654,0.918661459
HD 10180 c,Confirmed,5.75979,0.0641,HD 10180,7.33,5911,39.4,1.55236
HD 10180 d,Confirmed,16.3579,0.1286,HD 10180,7.33,5911,39.4,1.55236
HD 10180 e,Confirmed,49.745,0.2699,HD 10180,7.33,5911,39.4,1.55236
HD 10180 f,Confirmed,122.76,0.4929,HD 10180,7.33,5911,39.4,1.55236
HD 10180 g,Confirmed,601.2,1.422,HD 10180,7.33,5911,39.4,1.55236
HD 10180 h,Confirmed,2222,3.4,HD 10180,7.33,5911,39.4,1.55236
HD 102272 b,Confirmed,127.58,0.614,HD 102272,8.71,4908,360,36.35841995
HD 102272 c,Confirmed,520,1.57,HD 102272,8.71,4908,360,36.35841995
HD 102329 b,Confirmed,778.1,2.01,HD 102329,8.04,4830,158,12.98118006
HD 102329 c,Confirmed,1123,23.20727704,HD 102329,8.04,4830,158,12.98118006
HD 104067 b,Confirmed,55.851,0.2674,HD 104067,7.93,4969,20.8,0.248958334
HD 104067 c,Confirmed,13.8992,0.1058,HD 104067,7.93,4969,20.8,0.248958334
Hd 104067 d,Confirmed,2.1538197,0.03,HD 104067,7.93,4969,20.8,0.248958334
HD 105618 b,Confirmed,10,0.091,HD 105618,8.64,5671,70.0837,1.469718104
HD 105618 c,Confirmed,77114.1,35.731,HD 105618,8.64,5671,70.0837,1.469718104
HD 106315 b,Confirmed,9.55237,0.0907,HD 106315,9,6327,109,2.551837386
HD 106315 c,Confirmed,21.05704,0.1536,HD 106315,9,6327,109,2.551837386
HD 107148 Ab,Confirmed,48.056,0.269,HD 107148 A,8.01,5797,51.3,1.406807679
HD 107148 Ac,Confirmed,18.3267,0.1406,HD 107148 A,8.01,5797,51.3,1.406807679
HD 108236 b,Confirmed,3.79523,0.0469,HD108236,9.2,5720,64.6,0.745529849
HD 108236 c,Confirmed,6.2037,0.0651,HD108236,9.2,5720,64.6,0.745529849
HD 108236 d,Confirmed,14.17555,0.1131,HD108236,9.2,5720,64.6,0.745529849
HD 108236 e,Confirmed,19.5917,0.14,HD108236,9.2,5720,64.6,0.745529849
HD 108236 f,Confirmed,29.54115,0.1758,HD108236,9.2,5720,64.6,0.745529849
HD 108874 b,Confirmed,395.4,1.051,HD 108874,8.76,5407,68.5,1.257132757
HD 108874 c,Confirmed,1605.8,2.68,HD 108874,8.76,5407,68.5,1.257132757
HD 109271 Ab,Confirmed,7.8543,0.079,HD 109271 A,8.05,5783,62,1.98053891
HD 109271 Ac,Confirmed,30.93,0.196,HD 109271 A,8.05,5783,62,1.98053891
HD 110067 b,Confirmed,9.113678,0.0793,HD 110067,8.4,5266,32.22,0.387481589
HD 110067 c,Confirmed,13.673694,0.104,HD 110067,8.4,5266,32.22,0.387481589
HD 110067 d,Confirmed,20.519617,0.136,HD 110067,8.4,5266,32.22,0.387481589
HD 110067 e,Confirmed,30.793091,0.1785,HD 110067,8.4,5266,32.22,0.387481589
HD 110067 f,Confirmed,41.05854,0.2163,HD 110067,8.4,5266,32.22,0.387481589
HD 110067 g,Confirmed,54.76992,0.262,HD 110067,8.4,5266,32.22,0.387481589
HD 110113 b,Confirmed,2.541,0.035,HD 110113,10,5732,106.3,0.966198878
HD 110113 c,Confirmed,6.744,0.068,HD 110113,10,5732,106.3,0.966198878
HD 111232 b,Confirmed,1169.1,2.148,HD 111232,7.61,5494,29,0.649824372
HD 111232 c,Confirmed,26472.4,17.25,HD 111232,7.61,5494,29,0.649824372
HD 113337 Ab,Confirmed,323.4,1.03,HD 113337 A,6,6577,36.9,4.635031952
HD 113337 Ac,Confirmed,3264.7,4.8,HD 113337 A,6,6577,36.9,4.635031952
HD 113538 b,Confirmed,663.2,1.24,HD 113538,9.06,4462,15.8,0.05073576
HD 113538 c,Confirmed,1818,2.44,HD 113538,9.06,4462,15.8,0.05073576
HD 114386 b,Confirmed,937,1.02,HD 114386,8.73,4819,28,0.21593153
HD 114386 c,Confirmed,1046,23.20727704,HD 114386,8.73,4819,28,0.21593153
HD 114783 b,Confirmed,493.7,1.16,HD 114783,7.57,5105,20.4,0.333626343
HD 114783 c,Confirmed,4318,23.20727704,HD 114783,7.57,5105,20.4,0.333626343
HD 11506 b,Confirmed,1613.7,2.8,HD 11506,7.51,6030,51.261,2.226251106
HD 11506 c,Confirmed,223.41,0.774,HD 11506,7.51,6030,51.261,2.226251106
HD 11506 d,Confirmed,26517,18.2,HD 11506,7.51,6030,51.261,2.226251106
HD 115404 Ab,Confirmed,10.5,0.088,HD 115404 A,6.66,5019.17,10.9816,0.223527644
HD 115404 Ac,Confirmed,15319.2,11.364,HD 115404 A,6.66,5019.17,10.9816,0.223527644
HD 116029 Ab,Confirmed,670.2,1.73,HD 116029 A,8.04,4951,123.2,7.892624034
HD 116029 Ac,Confirmed,907,23.20727704,HD 116029 A,8.04,4951,123.2,7.892624034
HD 118203 b,Confirmed,6.13499,0.07082,HD 118203,8.05,5872,88.6,4.044524251
HD 118203 c,Confirmed,5103,5.36,HD 118203,8.05,5872,88.6,4.044524251
HD 11964 Ab,Confirmed,1945,3.16,HD 11964 A,6.42,5248,33.98,2.669603414
HD 11964 Ac,Confirmed,37.91,0.229,HD 11964 A,6.42,5248,33.98,2.669603414
HD 122562 b,Confirmed,2907.5,4.313,HD 122562,7.69,4956,53.2528,2.035564627
HD 122562 c,Confirmed,85,0.406,HD 122562,7.69,4956,53.2528,2.035564627
HD 125612 Ab,Confirmed,502,1.37,HD 125612 A,8.31,5897,52.82,1.131349512
HD 125612 Ac,Confirmed,4.1547,0.05,HD 125612 A,8.31,5897,52.82,1.131349512
HD 125612 Ad,Confirmed,3008,4.2,HD 125612 A,8.31,5897,52.82,1.131349512
HD 12661 b,Confirmed,263.6,0.83,HD 12661,7.44,5742,37.16,1.247818473
HD 12661 c,Confirmed,1708,2.56,HD 12661,7.44,5742,37.16,1.247818473
HD 127506 b,Confirmed,65.8,0.287,HD 127506,8.7,4595.32,22.5279,0.143694921
HD 127506 c,Confirmed,2679.5,3.453,HD 127506,8.7,4595.32,22.5279,0.143694921
HD 128311 b,Confirmed,448.6,1.099,HD 128311,7.51,4965,16.6,0.233461986
HD 128311 c,Confirmed,919,1.76,HD 128311,7.51,4965,16.6,0.233461986
HD 133131 Ab,Confirmed,649,1.44,HD 133131 A,8.4,5799,47,0.824509599
HD 133131 Ac,Confirmed,3407,4.36,HD 133131 A,8.4,5799,47,0.824509599
HD 134060 b,Confirmed,3.27,0.0444,HD 134060,6.29,5319.019429,24.2,1.526267765
HD 134060 c,Confirmed,1160.9,2.2263,HD 134060,6.29,5319.019429,24.2,1.526267765
HD 134606 Ab,Confirmed,12.083,0.1023,HD 134606 A,6.85,5624.92,26.5,1.092676865
HD 134606 Ac,Confirmed,59.519,0.2962,HD 134606 A,6.85,5624.92,26.5,1.092676865
HD 134606 Ad,Confirmed,967.9,1.94,HD 134606 A,6.85,5624.92,26.5,1.092676865
HD 134606 Ae,Confirmed,4.3203,0.0527,HD 134606 A,6.85,5624.92,26.5,1.092676865
HD 134606 Af,Confirmed,26.915,0.1784,HD 134606 A,6.85,5624.92,26.5,1.092676865
HD 13507 b,Confirmed,3029.5,4.2,HD 13507,7.21,5713.8,26.169,0.764846448
HD 13507 c,Confirmed,4416.5,5.4,HD 13507,7.21,5713.8,26.169,0.764846448
HD 13724 b,Confirmed,44926,26.3,HD 13724,7.9,5868,43.47,1.117839059
HD 13724 c,Confirmed,142.2,0.534,HD 13724,7.9,5868,43.47,1.117839059
HD 137496 b,Confirmed,1.62116,0.02732,HD 137496,10.81796395,5319.019429,479.7811606,9.266181505
HD 137496 c,Confirmed,479.9,1.2163,HD 137496,10.81796395,5319.019429,479.7811606,9.266181505
HD 13808 b,Confirmed,14.1774,0.1051,HD 13808,8.38,5319.019429,28.6,0.310979719
HD 13808 c,Confirmed,53.804,0.2558,HD 13808,8.38,5319.019429,28.6,0.310979719
HD 13908 b,Confirmed,19.382,0.154,HD 13908,7.51,6255,71.2,4.294968542
HD 13908 c,Confirmed,931,2.03,HD 13908,7.51,6255,71.2,4.294968542
HD 140901 b,Confirmed,9.02378,0.085,HD 140901 A,6,5587,15.2528,0.791952531
HD 140901 c,Confirmed,7417.5,7.421,HD 140901 A,6,5587,15.2528,0.791952531
HD 141399 b,Confirmed,94.44,0.415,HD 141399,7.2,5600,36.17,1.474677376
HD 141399 c,Confirmed,201.99,0.689,HD 141399,7.2,5600,36.17,1.474677376
HD 141399 d,Confirmed,1069.8,2.09,HD 141399,7.2,5600,36.17,1.474677376
HD 141399 e,Confirmed,5000,5,HD 141399,7.2,5600,36.17,1.474677376
HD 142 Ab,Confirmed,349.7,1.02,HD 142 A,5.76,6252,26.1853,2.911488693
HD 142 Ac,Confirmed,6005,6.8,HD 142 A,5.76,6252,26.1853,2.911488693
HD 142 Ad,Confirmed,108.5,0.474,HD 142 A,5.76,6252,26.1853,2.911488693
HD 1461 b,Confirmed,5.7715,0.0634,HD 1461,6.64,5765,23.4,1.033788543
HD 1461 c,Confirmed,13.506,0.1117,HD 1461,6.64,5765,23.4,1.033788543
HD 147018 b,Confirmed,44.236,0.2388,HD 147018,8.3,5441,42.96,0.755315758
HD 147018 c,Confirmed,1008,1.922,HD 147018,8.3,5441,42.96,0.755315758
HD 147873 Ab,Confirmed,116.596,0.522,HD 147873 A,7.96,5972,104.93,6.163101863
HD 147873 Ac,Confirmed,491.54,1.36,HD 147873 A,7.96,5972,104.93,6.163101863
HD 148164 b,Confirmed,5062,6.15,HD 148164,8.23,6032,72,2.262898074
HD 148164 c,Confirmed,328.55,0.993,HD 148164,8.23,6032,72,2.262898074
HD 151450 Ab,Confirmed,21.9,0.16,HD 151450 A,7.41,6091.98,43.6002,1.765944144
HD 151450 Ac,Confirmed,18144.8,14.131,HD 151450 A,7.41,6091.98,43.6002,1.765944144
HD 152843 b,Confirmed,11.6264,0.1049,HD 152843,8.85,6310,107.898,2.870957671
HD 152843 c,Confirmed,27.13,0.148,HD 152843,8.85,6310,107.898,2.870957671
HD 153557 Ab,Confirmed,7.3,0.068,HD 153557 A,7.82,4837,17.9412,0.204975982
HD 153557 Ac,Confirmed,15.3,0.111,HD 153557 A,7.82,4837,17.9412,0.204975982
HD 153557 Ad,Confirmed,40654.6,21.449,HD 153557 A,7.82,4837,17.9412,0.204975982
HD 154857 b,Confirmed,408.6,1.291,HD 154857,7.25,5445,64.2,4.436802083
HD 154857 c,Confirmed,3452,5.36,HD 154857,7.25,5445,64.2,4.436802083
HD 155358 b,Confirmed,194.3,0.64,HD 155358,7.27,5900,43,1.954055575
HD 155358 c,Confirmed,391.9,1.02,HD 155358,7.27,5900,43,1.954055575
HD 155918 Ab,Confirmed,1.9,0.03,HD 155918 A,7.04,5771.84,27.561,0.992178798
HD 155918 Ac,Confirmed,17202.2,13.183,HD 155918 A,7.04,5771.84,27.561,0.992178798
HD 156098 b,Confirmed,21.9,0.167,HD 156098,5.526,6419.19,48.249,12.2624326
HD 156098 c,Confirmed,7841.6,8.415,HD 156098,5.526,6419.19,48.249,12.2624326
HD 156279 b,Confirmed,131.05,0.495,HD 156279,8.08,5420,36.6,0.671370371
HD 156279 c,Confirmed,4818.3,5.486,HD 156279,8.08,5420,36.6,0.671370371
HD 156668 b,Confirmed,4.646,0.05,HD 156668,8.42,4850,24.5,0.219954154
HD 156668 c,Confirmed,809.8,1.558,HD 156668,8.42,4850,24.5,0.219954154
HD 158259 b,Confirmed,2.178,23.20727704,HD 158259,6.46,5319.019429,27.08,1.634170326
HD 158259 c,Confirmed,3.432,23.20727704,HD 158259,6.46,5319.019429,27.08,1.634170326
HD 158259 d,Confirmed,5.1980814,23.20727704,HD 158259,6.46,5319.019429,27.08,1.634170326
HD 158259 e,Confirmed,7.951,23.20727704,HD 158259,6.46,5319.019429,27.08,1.634170326
HD 158259 f,Confirmed,12.028,23.20727704,HD 158259,6.46,5319.019429,27.08,1.634170326
HD 15906 b,Confirmed,10.924709,0.09,HD 15906,9.8,4757,45.5621,0.213406413
HD 15906 c,Confirmed,21.583298,0.141,HD 15906,9.8,4757,45.5621,0.213406413
HD 159243 b,Confirmed,12.62,0.11,HD 159243,8.65,6123,69.2,1.419751019
HD 159243 c,Confirmed,248.4,0.8,HD 159243,8.65,6123,69.2,1.419751019
HD 159868 b,Confirmed,1184.1,2.32,HD 159868,7.24,5534,52.7,3.01731902
HD 159868 c,Confirmed,351,1.032,HD 159868,7.24,5534,52.7,3.01731902
HD 1605 b,Confirmed,577.9,1.48,HD 1605,7.52,4757,84.6,6.008149437
HD 1605 c,Confirmed,2111,3.52,HD 1605,7.52,4757,84.6,6.008149437
HD 163607 b,Confirmed,75.2203,0.362,HD 163607,8,5522,69,2.568610074
HD 163607 c,Confirmed,1272,2.39,HD 163607,8,5522,69,2.568610074
HD 164922 b,Confirmed,1207,2.16,HD 164922,6.99,5293,22.13,0.669827275
HD 164922 c,Confirmed,75.74,0.341,HD 164922,6.99,5293,22.13,0.669827275
HD 164922 d,Confirmed,12.458,0.12292,HD 164922,6.99,5293,22.13,0.669827275
HD 164922 e,Confirmed,41.763,0.2292,HD 164922,6.99,5293,22.13,0.669827275
HD 168443 b,Confirmed,58.11247,0.2931,HD 168443,6.92,5591,37.38,2.038349232
HD 168443 c,Confirmed,1749.83,2.8373,HD 168443,6.92,5591,37.38,2.038349232
HD 169830 b,Confirmed,225.62,0.81,HD 169830,5.9,6266,36.32,4.92370109
HD 169830 c,Confirmed,2102,3.6,HD 169830,5.9,6266,36.32,4.92370109
HD 176986 b,Confirmed,6.4898,0.06296,HD 176986,8.45,4931,26.4,0.248432182
HD 176986 c,Confirmed,16.8191,0.11878,HD 176986,8.45,4931,26.4,0.248432182
HD 177830 Ab,Confirmed,406.6,1.2218,HD 177830 A,7.18,4948,59,3.996722756
HD 177830 Ac,Confirmed,110.9,0.5137,HD 177830 A,7.18,4948,59,3.996722756
HD 181433 b,Confirmed,9.3745,0.0801,HD 181433,8.38,4962,26.15,0.259982063
